year,region,region_oktmo,city,city_oktmo,air_general_level,air_standard_index,air_repeatability,air_qcp,air_solid_emissions,air_so_emissions,air_no_emissions,air_co_emissions,air_population,air_stantions
2007,Чувашская Республика,97000000,НОВОЧЕБОКСАРСК,97710000,3,No substance,No substance,"БП, Ф",0.8,1.2,0.7,0.3,126.0,2
2007,Чувашская Республика,97000000,ЧЕБОКСАРЫ,97701000,3,No substance,No substance,"БП, Ф",1.1,1.8,2.1,3.2,441.3,4
2007,Ямало-Ненецкий автономный округ,71900000,САЛЕХАРД,71951000,1,No substance,No substance,БП,0.2,0.1,1.2,0.7,40.5,1
2007,Ярославская область,78000000,ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ,78705000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,42.4,1
2007,Ярославская область,78000000,РЫБИНСК,78715000,1,No substance,No substance,БП,0.4,0.7,0.6,0.7,213.0,2
2007,Ярославская область,78000000,ЯРОСЛАВЛЬ,78701000,2,No substance,No substance,БП,2.7,10.0,4.3,2.9,604.0,5
2008,Алтайский край,01000000,БАРНАУЛ,01701000,4,No substance,No substance,"ВВ, NO2, Ф, БП, HCl",22.0,15.0,18.8,61.1,663.7,5+1
2008,Алтайский край,01000000,БИЙСК,01705000,3,No substance,No substance,"NO2, Ф, БП",6.9,7.6,7.6,30.1,224.5,3
2008,Алтайский край,01000000,ЗАРИНСК,01706000,3,No substance,No substance,"NO2, Фенол, Ф",2.9,5.1,3.4,21.2,51.3,1
2008,Амурская область,10000000,БЛАГОВЕЩЕНСК,10701000,4,No substance,No substance,"БП, Ф",9.8,7.8,10.0,28.0,214.3,1+1
2008,Амурская область,10000000,ЗЕЯ,10712000,1,No substance,No substance,"NO2, Ф",0.5,0.5,1.1,4.1,27.2,1+1
2008,Амурская область,10000000,ТЫНДА,10732000,3,No substance,No substance,"SO2, Ф, БП",3.3,1.0,2.2,5.4,38.6,1
2008,Архангельская область,11000000,АРХАНГЕЛЬСК,11701000,3,No substance,No substance,"БП,Ф",6.8,42.0,11.9,34.5,349.2,3+2
2008,Архангельская область,11000000,КОРЯЖМА,11708000,1,No substance,No substance,"БП, NO2",3.4,1.0,5.1,6.0,42.7,1
2008,Архангельская область,11000000,НОВОДВИНСК,11715000,3,No substance,No substance,"Ф, БП",11.9,9.3,5.4,6.1,42.5,2
2008,Архангельская область,11000000,СЕВЕРОДВИНСК,11730000,3,No substance,No substance,"Ф, БП",12.3,44.3,8.0,11.6,194.2,2
2008,Астраханская область,12000000,АКСАРАЙСКИЙ,12630404,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1+1
2008,Астраханская область,12000000,АСТРАХАНЬ,12701000,3,No substance,No substance,"Ф, БП, NO2",1.1,1.5,19.9,25.6,501.3,5
2008,Астраханская область,12000000,БАЙБЕК,12630408,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Астраханская область,12000000,БУЗАН,12630412,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Астраханская область,12000000,ДОСАНГ,12630406,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1+1
2008,Астраханская область,12000000,КОМСОМОЛЬСКИЙ,12630406,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Астраханская область,12000000,НАРИМАНОВ,12640101,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Астраханская область,12000000,СЕИТОВКА,12630444,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Белгородская область,00000000,БЕЛГОРОД,14701000,3,No substance,No substance,"NO2, БП, Ф",2.6,0.5,12.4,28.8,346.2,4
2008,Белгородская область,00000000,ГУБКИН,14730000,1,No substance,No substance,БП,7.9,11.6,4.4,7.6,86.2,2
2008,Белгородская область,00000000,СТАРЫЙ ОСКОЛ,14740000,2,No substance,No substance,"БП, Ф, NO2",16.1,2.3,12.4,35.2,218.7,3
2008,Брянская область,15000000,БРЯНСК,15701000,3,No substance,No substance,"ВВ, БП, Ф NO2",3.1,1.0,9.6,27.5,438.4,4
2008,Владимирская область,17000000,ВЛАДИМИР,17701000,3,Фенол,No substance,"БП, Ф, Фенол",0.5,0.4,4.1,19.3,336.1,4
2008,Волгоградская область,18000000,ВОЛГОГРАД,18701000,3,No substance,No substance,"NO2, Ф, БП, HCl, HF",10.5,3.5,19.0,90.6,1000.0,4
2008,Волгоградская область,18000000,ВОЛЖСКИЙ,18710000,3,H2S,No substance,"БП, Ф, NO2",1.0,3.1,11.7,55.5,307.2,3+1
2008,Вологодская область,19000000,ВОЛОГДА,19701000,2,No substance,No substance,"Ф, БП",0.7,0.5,7.3,23.8,311.5,2
2008,Вологодская область,19000000,ЧЕРЕПОВЕЦ,19730000,3,H2S,No substance,"БП, Ф",37.4,27.7,25.6,281.0,324.4,4+5
2008,Воронежская область,20000000,ВОРОНЕЖ,20701000,3,No substance,"37,7 ВВ (ст.1)","Ф, ВВ, БП, NO2",2.2,2.7,23.4,83.8,926.5,5+1
2008,Еврейская автономная область,99000000,БИРОБИДЖАН,99701000,3,No substance,No substance,"NO2, БП, Ф",4.6,1.8,2.8,7.6,74.7,1
2008,Забайкальский край,76000000,КРАСНОКАМЕНСК,76621101,-9,No substance,No substance,No substance,6.8,9.2,1.9,1.4,55.6,1
2008,Забайкальский край,76000000,НЕРЧИНСК,76628101,-9,ВВ,No substance,"ВВ, NO2",0.2,0.09,0.04,0.14,14.4,1
2008,Забайкальский край,76000000,НОВАЯ ЧАРА,76515000,-9,No substance,No substance,NO2,0.5,0.2,0.2,0.5,4.5,1
2008,Забайкальский край,76000000,ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ,76715000,3,БП,No substance,"ВВ, БП, Фенол",0.5,0.2,0.1,0.7,19.9,3
2008,Забайкальский край,76000000,ЧИТА,76701000,4,"БП, ВВ","20,7 ВВ (ст.3)","NO2, ВВ, Ф, БП",13.1,3.3,6.8,6.0,306.2,6
2008,Ивановская область,24000000,ИВАНОВО,24701000,3,No substance,No substance,"БП, Ф",2.4,2.5,27.3,47.3,409.9,2
2008,Ивановская область,24000000,ПЛЕС,24620104,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,2.6,1
2008,Ивановская область,24000000,ПРИВОЛЖСК,24620106,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,17.5,1
2008,Иркутская область,25000000,АНГАРСК,25703000,2,No substance,No substance,"Ф, БП",24.6,72.3,41.0,5.0,245.7,4
2008,Иркутская область,25000000,БАЙКАЛЬСК,25634108,1,No substance,No substance,БП,2.6,1.4,1.2,0.1,15.4,1
2008,Иркутская область,25000000,БИРЮСИНСК,25636105,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,9.6,1
2008,Иркутская область,25000000,БРАТСК,25714000,4,"Ф, CS2","30,9 Ф (ст.7), 20,3 NO2 (ст.8), 54,1 CS2 (ст. 7)","Ф, NO2, БП, HF, CS2, ВВ, NO",20.1,8.7,7.8,84.1,254.9,6
2008,Иркутская область,25000000,ВИХОРЕВКА,25604103,-9,No substance,No substance,"NO2, ВВ",-1.0,-1.0,-1.0,-1.0,24.8,1
2008,Иркутская область,25000000,ЗИМА,25720000,4,No substance,"26,8 NO2 (ст.2)","Ф, БП, NO2",0.04,0.05,0.01,0.07,34.1,2
2008,Иркутская область,25000000,ИРКУТСК,25701000,4,БП,No substance,"Ф, NO2, БП, ВВ, NO",8.6,19.7,7.7,4.9,578.1,4+1
2008,Иркутская область,25000000,КУЛТУК,25634162,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,4.2,1
2008,Иркутская область,25000000,ЛИСТВЯНКА,25612160,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,1.8,1
2008,Иркутская область,25000000,МЕГЕТ,25703000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,8.8,1
2008,Иркутская область,25000000,САЯНСК,25726000,3,No substance,No substance,"БП, Ф",3.2,14.4,2.6,0.07,43.8,1
2008,Иркутская область,25000000,СВИРСК,25746000,1,No substance,No substance,NO2,1.7,0.2,0.1,0.5,14.7,1
2008,Иркутская область,25000000,СЛЮДЯНКА,25634101,1,No substance,No substance,No substance,0.8,0.5,0.2,0.6,18.8,1
2008,Иркутская область,25000000,ТУЛУН,25732000,1,No substance,No substance,NO2,-1.0,-1.0,-1.0,-1.0,49.4,1
2008,Иркутская область,25000000,УСОЛЬЕ-СИБИРСКОЕ,25736000,3,No substance,No substance,"ВВ, БП, NO2",7.7,13.6,5.0,3.3,86.9,2
2008,Иркутская область,25000000,УСТЬ-ИЛИМСК,25738000,2,No substance,No substance,"БП, ВВ, NO2",16.8,7.4,5.1,3.8,99.3,3
2008,Иркутская область,25000000,ЧЕРЕМХОВО,25745000,4,No substance,No substance,"БП, NO2",1.5,2.8,0.5,0.5,55.6,2
2008,Иркутская область,25000000,ШЕЛЕХОВ,25655101,3,No substance,No substance,"ВВ, БП, Ф HF, CO",11.1,2.6,1.4,12.0,48.3,2
2008,Калининградская область,27000000,КАЛИНИНГРАД,27701000,3,No substance,No substance,"ВВ, БП, Ф NO2",2.7,2.2,14.2,50.8,422.4,5
2008,Калужская область,29000000,КАЛУГА,29701000,3,No substance,No substance,"БП, NO2,Ф",0.7,0.7,10.5,27.6,327.5,2
2008,Камчатский край,30000000,ЕЛИЗОВО,30607101,3,No substance,No substance,"Ф, NO2",1.3,1.2,2.2,9.4,39.8,1
2008,Камчатский край,30000000,ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,30701000,3,No substance,No substance,"Ф, БП, NO",1.1,11.7,8.0,21.9,195.1,5
2008,Карачаево-Черкесская Республика,91000000,ЧЕРКЕССК,91701000,1,No substance,No substance,No substance,0.3,0.1,2.6,8.5,121.2,1
2008,Кемеровская область,32000000,КЕМЕРОВО,32701000,3,No substance,No substance,"NO2, БП, Ф",9.9,15.7,28.6,51.6,519.8,8
2008,Кемеровская область,32000000,НОВОКУЗНЕЦК,32731000,4,No substance,No substance,"ВВ, NO2, БП, Ф, HF",48.0,40.4,27.4,285.8,560.9,8
2008,Кемеровская область,32000000,ПРОКОПЬЕВСК,32737000,3,No substance,No substance,"NO2, БП, ВВ, Cажа",10.0,4.0,5.0,24.0,215.9,2
2008,Кировская область,33000000,КИРОВ,33701000,2,No substance,No substance,"БП, Ф",5.6,5.9,17.3,41.7,488.1,5
2008,Кировская область,33000000,КИРОВО-ЧЕПЕЦК,33707000,1,No substance,No substance,No substance,2.7,0.9,3.3,9.7,89.3,1
2008,Костромская область,34000000,ВОЛГОРЕЧЕНСК,34706000,1,No substance,No substance,БП,0.01,1.4,12.4,0.1,17.9,1
2008,Костромская область,34000000,КОСТРОМА,34701000,2,No substance,No substance,"БП, Ф",1.6,0.7,2.2,3.0,276.6,4
2008,Краснодарский край,03000000,БЕЛОРЕЧЕНСК,03608101,-9,No substance,No substance,No substance,0.2,0.5,2.7,7.9,61.1,1
2008,Краснодарский край,03000000,КРАСНОДАР,03701000,3,No substance,"21,6 ВВ (ст.8)-","Ф, БП, ВВ",0.5,1.4,24.7,76.7,779.7,3
2008,Краснодарский край,03000000,НОВОРОССИЙСК,03720000,3,No substance,No substance,"Ф, БП, ВВ, NO2",3.9,1.2,15.3,23.9,265.6,2
2008,Краснодарский край,03000000,СОЧИ,03726000,1,No substance,No substance,No substance,0.6,0.9,12.3,41.8,420.0,2
2008,Красноярский край,04000000,АЧИНСК,04703000,3,No substance,"34,1 ВВ (ст.2)","БП, ВВ, Ф, NO2",30.1,4.9,13.9,11.8,114.0,3
2008,Красноярский край,04000000,КАНСК,04720000,3,No substance,No substance,"БП, NO2",4.8,1.3,1.8,6.6,100.3,2
2008,Красноярский край,04000000,КРАСНОЯРСК,04701000,4,БП,"23,3 ВВ (ст.3)","БП, Ф, ВВ, NO2, ЭБ",34.8,29.3,38.3,156.6,927.2,8
2008,Красноярский край,04000000,ЛЕСОСИБИРСК,04722000,4,No substance,No substance,"ВВ, БП, Ф Фенол",4.2,1.0,2.2,11.5,70.2,2
2008,Красноярский край,04000000,МИНУСИНСК,04723000,4,БП,No substance,"Ф, БП",1.0,1.5,3.9,9.9,69.7,1
2008,Красноярский край,04000000,НАЗАРОВО,04726000,3,БП,No substance,"ВВ, БП, Ф",18.3,24.5,14.8,8.7,53.8,2
2008,Красноярский край,04000000,НОРИЛЬСК,04729000,4,No substance,No substance,БП,11.3,1950.5,9.2,22.3,225.0,1
2008,Красноярский край,04000000,ШУШЕНСКОЕ,04659151,-9,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,-1.0,1
2008,Курганская область,37000000,КУРГАН,37701000,3,БП,29 Cажа (ст.3),"Ф, БП, NO2, Cажа",2.2,2.3,6.7,2.1,351.3,5
2008,Курская область,38000000,КУРСК,38701000,3,No substance,No substance,"NO2, Ф, БП",0.5,0.9,11.4,27.4,407.0,5
2008,Ленинградская область,41000000,ВОЛОСОВО,41606101,1,No substance,No substance,"ВВ, NO2",0.2,0.2,0.07,0.2,11.5,1
2008,Ленинградская область,41000000,ВОЛХОВ,41609101,1,No substance,No substance,No substance,4.4,0.6,0.3,3.7,45.8,1
2008,Ленинградская область,41000000,ВЫБОРГ,41615101,1,NO2,No substance,"ВВ, NH3, NO2",0.7,0.5,0.3,0.8,77.9,1
2008,Ленинградская область,41000000,КИНГИСЕПП,41621101,1,No substance,No substance,"ВВ, NH3, NO2",0.4,2.7,0.9,0.3,50.5,1
2008,Ленинградская область,41000000,КИРИШИ,41624101,1,No substance,No substance,БП,0.2,17.7,4.2,2.3,55.0,2
2008,Ленинградская область,41000000,ЛУГА,41633101,1,ВВ,No substance,No substance,0.5,1.8,0.2,0.5,39.1,1
2008,Ленинградская область,41000000,СВЕТОГОРСК,41615114,1,No substance,No substance,Ф,0.2,0.1,1.0,1.6,15.4,1
2008,Липецкая область,42000000,ЛИПЕЦК,42701000,3,No substance,No substance,"ВВ, БП, Ф Фенол",27.7,19.9,31.1,307.1,503.0,5+1
2008,Магаданская область,44000000,МАГАДАН,44701000,4,No substance,No substance,"Ф, БП",2.6,2.3,4.6,13.6,107.6,3
2008,Москва,45000000,МОСКВА,45000000,3,No substance,"46,8 Фенол (ст. 20)","NO2, Ф, Фенол, БП",5.0,24.9,286.9,815.0,10422.7,16+1
2008,Московская область,46000000,ВОСКРЕСЕНСК,46710000,3,No substance,No substance,"NO2, NH3, БП",6.9,0.2,1.9,4.4,90.8,2
2008,Московская область,46000000,ДЗЕРЖИНСКИЙ,46711000,2,No substance,No substance,"NO2, БП",2.0,4.7,16.8,1.5,43.9,1
2008,Московская область,46000000,КЛИН,46737000,2,No substance,No substance,"БП, Ф",0.4,0.1,0.6,1.5,81.9,3
2008,Московская область,46000000,КОЛОМНА,46738000,1,No substance,No substance,"БП, NO2",2.1,0.4,1.5,2.4,147.9,2
2008,Московская область,46000000,МЫТИЩИ,46746000,2,No substance,No substance,"БП, NO2",1.6,0.1,1.4,2.1,162.7,2
2008,Московская область,46000000,ПОДОЛЬСК,46760000,1,No substance,No substance,"БП, NO2",0.4,0.2,0.7,1.9,179.4,3
2008,Московская область,46000000,ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК,00000000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,1.1,1
2008,Московская область,46000000,СЕРПУХОВ,46770000,2,No substance,No substance,БП,0.4,0.1,0.6,1.5,124.2,2
2008,Московская область,46000000,ЩЕЛКОВО,46788000,2,No substance,No substance,"NO2, БП",0.2,0.1,0.6,1.1,113.0,2
2008,Московская область,46000000,ЭЛЕКТРОСТАЛЬ,46790000,2,No substance,No substance,"NO2, БП",3.1,0.7,1.6,4.2,146.0,2
2008,Мурманская область,47000000,АПАТИТЫ,47519000,1,No substance,No substance,No substance,4.5,9.4,3.9,4.2,68.3,2
2008,Мурманская область,47000000,ЗАПОЛЯРНЫЙ,47515000,1,No substance,No substance,No substance,4.5,44.6,1.1,3.6,19.1,1
2008,Мурманская область,47000000,КАНДАЛАКША,47608101,1,No substance,No substance,тв.HF,1.6,6.2,1.5,15.3,44.6,2
2008,Мурманская область,47000000,КИРОВСК,47522000,1,No substance,No substance,No substance,2.2,6.6,3.4,4.1,38.3,1
2008,Мурманская область,47000000,КОЛА,47605101,1,No substance,No substance,Ф,0.6,2.2,1.4,5.0,11.2,1
2008,Мурманская область,47000000,МОНЧЕГОРСК,47524000,2,No substance,No substance,"БП, Ф",6.1,36.3,1.42,5.48,56.2,2
2008,Мурманская область,47000000,МУРМАНСК,47701000,1,No substance,No substance,Ф,0.1,27.1,10.4,26.6,366.2,6
2008,Мурманская область,47000000,НИКЕЛЬ,47515000,1,No substance,No substance,"SO2, Ф",4.5,62.7,1.1,2.9,16.4,2
2008,Мурманская область,47000000,ОЛЕНЕГОРСК,47526000,1,No substance,No substance,ВВ,8.3,4.0,1.9,2.6,38.0,1
2008,Нижегородская область,22000000,АРЗАМАС,22703000,2,No substance,No substance,БП,0.2,0.2,2.2,7.6,106.3,2
2008,Нижегородская область,22000000,ДЗЕРЖИНСК,22721000,3,No substance,41 Фенол (ст.1),"ВВ, Ф, БП, NH3, Фенол, NO2",0.7,2.3,9.1,17.8,249.9,4
2008,Нижегородская область,22000000,ЗЕЛЕНЫЙ ГОРОД,22701000,1,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,2.1,1
2008,Нижегородская область,22000000,КСТОВО,22537000,1,No substance,No substance,БП,0.4,7.8,4.9,14.0,65.4,2
2008,Нижегородская область,22000000,НИЖНИЙ НОВГОРОД,22701000,3,No substance,No substance,"БП, NO2",1.9,8.8,37.4,114.4,1278.3,12
2008,Новгородская область,49000000,БОРОВИЧИ,49606101,1,No substance,No substance,No substance,1.8,-1.0,2.3,6.3,56.9,1
2008,Новгородская область,49000000,ВЕЛИКИЙ НОВГОРОД,49701000,2,No substance,No substance,"БП, Фенол",1.7,-1.0,10.6,23.3,217.3,4
2008,Новгородская область,49000000,СТАРАЯ РУССА,49639101,1,No substance,No substance,No substance,0.1,-1.0,1.2,3.5,33.9,1
2008,Новосибирская область,50000000,БЕРДСК,50708000,2,No substance,No substance,"БП, ВВ",2.4,0.7,0.5,1.5,93.3,1
2008,Новосибирская область,50000000,ИСКИТИМ,50712000,3,No substance,No substance,"ВВ, БП, NO2",2.5,0.3,2.9,1.4,64.1,2
2008,Новосибирская область,50000000,КУЙБЫШЕВ,50630101,3,No substance,No substance,"Ф, NH3, Cажа",4.0,0.4,-1.0,0.4,48.2,1
2008,Новосибирская область,50000000,ЛИНЕВО,50615152,-9,No substance,No substance,БП,-1.0,-1.0,-1.0,-1.0,-1.0,эп
2008,Новосибирская область,50000000,НОВОСИБИРСК,50701000,3,No substance,No substance,"БП, ВВ, NO2, NO, Фенол",24.6,38.0,21.7,9.1,1391.9,10
2008,Омская область,52000000,ОМСК,52701000,3,"Ф, ЭБ",No substance,"БП, Ф",46.7,57.2,44.5,120.7,1135.0,8
2008,Оренбургская область,53000000,КУВАНДЫК,53714000,3,No substance,No substance,"NO2, БП, HF, ВВ, тв.HF",0.17,0.4,2.4,1.0,28.4,2
2008,Оренбургская область,53000000,МЕДНОГОРСК,53715000,3,No substance,No substance,"ВВ, БП, NO2",0.5,89.3,2.3,1.1,32.2,2
2008,Оренбургская область,53000000,НОВОТРОИЦК,53720000,3,No substance,No substance,"NO2, Фенол, NH3, БП, ВВ",11.8,7.4,13.8,58.0,110.7,2+1
2008,Оренбургская область,53000000,ОРЕНБУРГ,53701000,3,No substance,No substance,"NO2, БП, Ф",0.9,22.6,25.5,77.7,529.6,3
2008,Оренбургская область,53000000,ОРСК,53723000,3,No substance,No substance,"NO2, Фенол, ВВ, БП",8.0,92.9,20.6,72.0,250.6,4+1
2008,Орловская область,54000000,ОРЕЛ,54701000,3,No substance,No substance,"BB, NO2, Фенол, БП",0.1,0.5,9.4,33.2,321.5,4
2008,Пензенская область,56000000,ПЕНЗА,56701000,3,No substance,No substance,"NO2, Ф, БП",1.6,0.7,11.5,38.9,512.0,4
2008,Пермский край,57000000,БЕРЕЗНИКИ,57708000,3,ЭБ,No substance,"NO2, БП, NH3, Фенол, ЭБ",2.5,0.8,6.1,18.6,173.5,4
2008,Пермский край,57000000,ГУБАХА,57516000,3,ЭБ,No substance,"БП, Ф, ЭБ",1.1,1.2,2.6,3.2,46.9,2
2008,Пермский край,57000000,ПЕРМЬ,57701000,3,No substance,No substance,"Ф, БП",2.1,3.5,30.6,77.5,1000.1,7
2008,Пермский край,57000000,СОЛИКАМСК,57730000,3,ЭБ,No substance,"Ф, БП, ЭБ",0.7,0.3,3.9,9.5,102.8,5
2008,Приморский край,05000000,АРТЕМ,05705000,1,No substance,No substance,NO2,14.5,7.5,7.3,10.8,102.3,1
2008,Приморский край,05000000,БОЛЬШОЙ КАМЕНЬ,05706000,-9,No substance,No substance,ВВ,0.7,2.2,0.8,3.5,38.2,1
2008,Приморский край,05000000,ВЛАДИВОСТОК,05701000,3,No substance,No substance,"NO, NO2, БП, Ф",20.5,24.3,18.3,44.5,580.8,6
2008,Приморский край,05000000,ДАЛЬНЕГОРСК,05707000,1,No substance,No substance,NO2,1.0,2.6,1.5,4.2,39.7,1
2008,Приморский край,05000000,НАХОДКА,05714000,-9,No substance,No substance,БП,1.6,4.0,6.0,18.2,171.7,1
2008,Приморский край,05000000,ПАРТИЗАНСК,05717000,-9,No substance,No substance,БП,4.2,2.4,3.1,5.8,42.7,1
2008,Приморский край,05000000,СПАССК-ДАЛЬНИЙ,05720000,1,No substance,No substance,NO2,6.5,0.7,1.8,4.5,50.4,1
2008,Приморский край,05000000,УССУРИЙСК,05723000,4,БП,No substance,"ВВ, NO2, БП",4.2,4.6,6.5,23.0,153.9,1
2008,Псковская область,58000000,ВЕЛИКИЕ ЛУКИ,58710000,1,No substance,No substance,NO2,0.5,0.6,2.8,8.9,102.4,1
2008,Псковская область,58000000,ПСКОВ,58701000,1,No substance,No substance,"БП, NO2",0.6,0.6,7.1,22.2,197.0,1
2008,Республика Башкортостан,80000000,БЛАГОВЕЩЕНСК,80615101,3,No substance,No substance,"БП, NO2",0.1,2.8,2.4,5.0,33.5,2
2008,Республика Башкортостан,80000000,САЛАВАТ,80739000,3,No substance,No substance,"БП, Ф",1.1,4.6,7.0,11.8,156.3,3
2008,Республика Башкортостан,80000000,СТЕРЛИТАМАК,80745000,3,No substance,No substance,"БП, Ф, NO2",5.2,4.9,6.5,56.5,266.2,5
2008,Республика Башкортостан,80000000,ТУЙМАЗЫ,80651101,3,No substance,No substance,"ВВ, Ф, БП",0.4,0.5,7.4,16.1,65.6,1
2008,Республика Башкортостан,80000000,УФА,80701000,3,"HCl, ЭБ",No substance,"БП, Ф",2.1,33.6,28.6,113.2,1029.8,9
2008,Республика Бурятия,81000000,ГУСИНООЗЕРСК,81648101,1,No substance,No substance,ВВ,8.5,10.2,8.0,3.7,24.4,1
2008,Республика Бурятия,81000000,КЯХТА,81633101,1,No substance,No substance,No substance,1.6,0.9,0.7,3.9,18.8,1
2008,Республика Бурятия,81000000,САГАН-НУР,81636442,-9,No substance,No substance,No substance,1.5,0.5,1.3,1.9,-1.0,No information
2008,Республика Бурятия,81000000,СЕЛЕНГИНСК,81624163,4,No substance,No substance,"ВВ, NO2, Фенол, БП, Ф",1.7,0.9,0.8,2.4,15.7,2
2008,Республика Бурятия,81000000,УЛАН-УДЭ,81701000,3,No substance,No substance,"Ф, БП, ВВ",13.0,9.7,9.9,36.0,343.0,3
2008,Республика Дагестан,82000000,МАХАЧКАЛА,82701000,4,No substance,"61,6 ВВ (ст.4)","ВВ, БП, NO2, HF, тв.HF",1.0,0.4,5.7,22.4,549.3,3
2008,Республика Карелия,86000000,КОНДОПОГА,86615101,1,No substance,No substance,No substance,3.6,9.4,1.6,1.6,33.8,1
2008,Республика Карелия,86000000,НАДВОИЦЫ,86645160,3,No substance,No substance,"БП, HF",3.1,1.1,0.1,2.6,10.5,1
2008,Республика Карелия,86000000,ПЕТРОЗАВОДСК,86701000,2,No substance,No substance,"Ф, БП",1.0,0.8,1.1,1.2,266.2,1
2008,Республика Карелия,86000000,СЕГЕЖА,86645101,1,No substance,No substance,No substance,6.4,7.2,1.0,0.9,33.0,1
2008,Республика Коми,87000000,ВОРКУТА,87710000,2,No substance,No substance,"ВВ, БП, Ф",33.8,25.8,8.6,9.2,127.5,2
2008,Республика Коми,87000000,СОСНОГОРСК,87626122,1,No substance,No substance,No substance,1.7,0.5,3.7,49.5,51.4,1
2008,Республика Коми,87000000,СЫКТЫВКАР,87701000,3,No substance,No substance,"БП, Ф",3.2,1.1,9.2,34.8,244.5,3
2008,Республика Коми,87000000,УХТА,87725000,1,No substance,No substance,БП,1.6,0.7,6.4,18.4,127.0,2
2008,Республика Мордовия,89000000,САРАНСК,89701000,3,No substance,No substance,"БП, NO2, Ф",0.2,0.8,9.0,25.5,295.6,4
2008,Республика Саха (Якутия),98000000,МИРНЫЙ,98631101,3,H2S,No substance,"Ф, ВВ",2.4,0.3,0.8,2.8,39.5,1
2008,Республика Саха (Якутия),98000000,НЕРЮНГРИ,98660101,4,No substance,"28,6 Ф (ст.4)","NO2, БП, Ф",10.3,2.9,8.1,4.1,87.8,2
2008,Республика Саха (Якутия),98000000,СЕРЕБРЯНЫЙ БОР,98660158,-9,No substance,No substance,No substance,-1.0,-1.0,-1.0,-1.0,4.8,1
2008,Республика Саха (Якутия),98000000,УСТЬ-НЕРА,98639151,-9,No substance,No substance,ВВ,2.4,0.3,0.8,2.8,12.8,1
2008,Республика Саха (Якутия),98000000,ЯКУТСК,98701000,3,No substance,"28,1 ВВ (ст.15) 23,9 Фенол (ст.15)","ВВ, БП, Ф Фенол",0.5,0.1,3.4,5.1,271.3,3
2008,Республика Северная Осетия — Алания,90000000,ВЛАДИКАВКАЗ,90701000,2,No substance,No substance,"CO, БП, NO2",0.8,1.5,7.1,29.6,313.8,2
2008,Республика Татарстан,92000000,КАЗАНЬ,92701000,3,No substance,"22,7 NH3 (ст.4)","Ф, БП, NO2, NH3",2.5,1.4,25.3,69.3,1116.0,7+3
2008,Республика Татарстан,92000000,НАБЕРЕЖНЫЕ ЧЕЛНЫ,92730000,3,Ф,No substance,"Ф, БП",2.5,0.8,3.3,5.1,511.0,2+4
2008,Республика Татарстан,92000000,НИЖНЕКАМСК,92644101,3,No substance,No substance,"Ф, БП, ВВ, Фенол",2.1,6.9,12.6,11.5,226.6,1+5
2008,Республика Тыва,93000000,КЫЗЫЛ,93701000,4,No substance,No substance,"БП, Ф, ВВ",8.1,1.6,1.5,17.1,108.0,3
2008,Республика Хакасия,95000000,АБАКАН,95701000,3,No substance,No substance,"БП, ВВ, Ф",1.9,4.7,7.6,15.9,163.1,2
2008,Республика Хакасия,95000000,САЯНОГОРСК,95708000,3,No substance,No substance,"БП, Ф",5.9,9.0,2.6,28.0,63.8,1
2008,Республика Хакасия,95000000,ЧЕРНОГОРСК,95715000,4,БП,No substance,"БП, Ф",3.7,1.4,1.6,7.4,76.6,1
2008,Ростовская область,60000000,АЗОВ,60704000,3,No substance,No substance,"БП, Ф, NO2",-1.0,-1.0,-1.0,-1.0,82.8,2
2008,Ростовская область,60000000,ВОЛГОДОНСК,60712000,3,No substance,No substance,"БП, Ф",0.3,0.5,5.0,13.7,170.1,2
2008,Ростовская область,60000000,НОВОЧЕРКАССК,60727000,3,No substance,No substance,"ВВ, Фенол, Ф,NO",17.4,46.3,25.1,16.9,180.8,1
